begintime,ne_name,ne_type,vendor,integrity,btsDacWordValue,id
2022-03-18,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1953.0,150
2022-03-18,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1923.0,151
2022-03-18,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1922.0,152
2022-03-19,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,91.04,1968.0,153
2022-03-19,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1918.0,154
2022-03-19,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1881.0,155
2022-03-19,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1962.0,156
2022-03-19,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1997.0,157
2022-03-19,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,91.04,1935.0,158
2022-03-19,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,43.54,"0.0,1904.0",159
2022-03-19,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1817.0,160
2022-03-19,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,90.97,1875.0,161
2022-03-19,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,91.04,1935.0,162
2022-03-19,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1943.0,163
2022-03-19,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,2021.0,164
2022-03-19,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,90.97,1946.0,165
2022-03-19,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,90.97,1923.0,166
2022-03-19,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,1540.0,167
2022-03-19,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,91.67,2002.0,168
2022-03-19,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,90.97,1952.0,169
2022-03-19,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,91.04,1924.0,170
2022-03-19,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,39.76,"1920.0,1922.0",171
