begintime,sk_object,1282438822,1282438823,1282438847,1282438848,1282454549,1282454554,duration
2022-03-07 14:00:00,7525854.0,51.0,10.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-07 15:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 15:00:00,7525854.0,53.0,14.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-07 16:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 16:00:00,7525854.0,60.0,14.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 17:00:00,7525853.0,19.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 17:00:00,7525854.0,53.0,11.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 18:00:00,7525853.0,19.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 18:00:00,7525854.0,63.0,13.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-07 19:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 19:00:00,7525854.0,57.0,13.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 20:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 20:00:00,7525854.0,65.0,15.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 21:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 21:00:00,7525854.0,58.0,14.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-07 22:00:00,7525853.0,28.0,5.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 22:00:00,7525854.0,62.0,11.0,20.0,17.0,0.0,0.0,PT3600S
2022-03-07 23:00:00,7525853.0,22.0,5.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 23:00:00,7525854.0,53.0,9.0,20.0,17.0,0.0,0.0,PT3600S
2022-03-09 23:00:00,7525853.0,24.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-09 23:00:00,7525854.0,64.0,17.0,24.0,18.0,0.0,0.0,PT3600S
2022-03-10 00:00:00,7525853.0,29.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 00:00:00,7525854.0,67.0,12.0,24.0,17.0,0.0,0.0,PT3600S
2022-03-10 01:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 01:00:00,7525854.0,50.0,8.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 03:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 03:00:00,7525854.0,88.0,11.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-10 04:00:00,7525853.0,53.0,5.0,8.0,7.0,0.0,0.0,PT3600S
2022-03-10 04:00:00,7525854.0,77.0,8.0,22.0,17.0,0.0,0.0,PT3600S
2022-03-10 05:00:00,7525853.0,49.0,5.0,8.0,7.0,0.0,0.0,PT3600S
2022-03-10 05:00:00,7525854.0,86.0,10.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-10 06:00:00,7525853.0,26.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 06:00:00,7525854.0,79.0,8.0,22.0,17.0,0.0,0.0,PT3600S
2022-03-10 07:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 07:00:00,7525854.0,66.0,15.0,24.0,17.0,0.0,0.0,PT3600S
2022-03-10 08:00:00,7525853.0,23.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 08:00:00,7525854.0,53.0,11.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-10 09:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 09:00:00,7525854.0,65.0,12.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-10 10:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 10:00:00,7525854.0,54.0,12.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 11:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 11:00:00,7525854.0,65.0,11.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 12:00:00,7525853.0,23.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 12:00:00,7525854.0,73.0,14.0,24.0,17.0,0.0,0.0,PT3600S
2022-03-10 13:00:00,7525853.0,23.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 13:00:00,7525854.0,54.0,11.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 14:00:00,7525853.0,22.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 14:00:00,7525854.0,62.0,10.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 15:00:00,7525853.0,24.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 15:00:00,7525854.0,60.0,11.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 16:00:00,7525853.0,24.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 16:00:00,7525854.0,60.0,13.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 17:00:00,7525853.0,23.0,4.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 17:00:00,7525854.0,56.0,12.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-10 18:00:00,7525853.0,23.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 18:00:00,7525854.0,54.0,12.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 19:00:00,7525853.0,24.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 19:00:00,7525854.0,64.0,13.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-10 20:00:00,7525853.0,23.0,5.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 20:00:00,7525854.0,66.0,14.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-10 21:00:00,7525853.0,25.0,6.0,7.0,7.0,0.0,0.0,PT3600S
2022-03-10 21:00:00,7525854.0,72.0,15.0,20.0,17.0,0.0,0.0,PT3600S
