begintime,ne_name,ne_type,vendor,integrity,UL_PRB_UTIL_TTI_MEAN,PDCP_SDU_DELAY_UL_DTCH_MIN,MEAN_PRB_AVAIL_PUSCH,id
2022-11,"MRBTS-5080,LNBTS-5080,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,99.31,152.9,0.0,44.0,137
2022-11,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,99.31,120.118,0.0,44.0,138
2022-11,"MRBTS-5081,LNBTS-5081,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,198.739,0.0,42.676,139
2022-11,"MRBTS-5081,LNBTS-5081,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,14.465,0.0,44.0,140
2022-11,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,492.917,0.0,42.0,141
2022-11,"MRBTS-5081,LNBTS-5081,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,89.821,0.0,43.801,142
2022-11,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,252.826,0.0,42.15,143
2022-11,"MRBTS-5081,LNBTS-5081,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,36.871,0.0,43.933,144
2022-11,"MRBTS-5082,LNBTS-5082,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.51,33.678,0.0,43.991,145
2022-11,"MRBTS-5082,LNBTS-5082,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.51,4.019,0.0,44.0,146
2022-11,"MRBTS-5082,LNBTS-5082,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.51,17.345,0.0,43.993,147
2022-11,"MRBTS-5083,LNBTS-5083,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,84.18,91.675,0.0,44.0,148
2022-11,"MRBTS-5083,LNBTS-5083,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,84.18,8.473,0.0,44.0,149
2022-11,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,84.18,30.134,0.0,44.0,150
2022-11,"MRBTS-5084,LNBTS-5084,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,83.81,97.969,0.0,43.322,151
2022-11,"MRBTS-5084,LNBTS-5084,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,83.81,9.644,0.0,43.998,152
2022-11,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,83.81,158.389,0.0,42.654,153
2022-11,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,83.81,17.986,0.0,43.997,154
2022-11,"MRBTS-5084,LNBTS-5084,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,83.81,180.018,0.0,42.6,155
2022-11,"MRBTS-5084,LNBTS-5084,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,83.81,14.42,0.0,43.991,156
2022-11,"MRBTS-5085,LNBTS-5085,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,23.75,0.0,44.0,157
2022-11,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,3.289,0.0,44.0,158
2022-11,"MRBTS-5085,LNBTS-5085,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,24.039,0.0,44.0,159
2022-11,"MRBTS-5086,LNBTS-5086,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,74.521,0.0,43.721,160
2022-11,"MRBTS-5086,LNBTS-5086,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,13.051,0.0,43.998,161
2022-11,"MRBTS-5086,LNBTS-5086,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,105.487,0.0,43.226,162
2022-11,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,10.679,0.0,44.0,163
2022-11,"MRBTS-5086,LNBTS-5086,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,94.131,0.0,42.903,164
2022-11,"MRBTS-5086,LNBTS-5086,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,8.524,0.0,44.0,165
2022-11,"MRBTS-5089,LNBTS-5089,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,84.58,90.483,0.0,44.0,166
2022-11,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,84.58,38.998,0.0,43.982,167
2022-11,"MRBTS-5089,LNBTS-5089,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,84.58,135.68,0.0,43.998,168
2022-11,"MRBTS-5090,LNBTS-5090,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,82.82,59.969,0.0,43.366,169
2022-11,"MRBTS-5090,LNBTS-5090,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,82.82,5.464,0.0,43.998,170
2022-11,"MRBTS-5090,LNBTS-5090,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,82.82,383.729,0.0,42.382,171
2022-11,"MRBTS-5090,LNBTS-5090,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,82.82,57.461,0.0,43.983,172
2022-11,"MRBTS-5090,LNBTS-5090,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,82.82,335.851,0.0,42.184,173
2022-11,"MRBTS-5090,LNBTS-5090,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,82.82,68.271,0.0,43.714,174
2022-11,"MRBTS-5091,LNBTS-5091,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,18.825,0.0,44.0,175
2022-11,"MRBTS-5091,LNBTS-5091,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,60.28,0.0,44.0,176
2022-11,"MRBTS-5091,LNBTS-5091,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,98.5,66.848,0.0,44.0,177
2022-11,"MRBTS-5102,LNBTS-5102,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.79,44.167,0.0,44.0,178
2022-11,"MRBTS-5102,LNBTS-5102,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.79,16.583,0.0,44.0,179
2022-11,"MRBTS-5102,LNBTS-5102,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.79,49.514,0.0,44.0,180
2022-11,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,70.51,302.06,0.0,42.197,181
2022-11,"MRBTS-5200,LNBTS-5200,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,70.53,67.968,0.0,43.86,182
2022-11,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,70.51,460.315,0.0,42.072,183
2022-11,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,70.53,85.835,0.0,43.824,184
2022-11,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,70.51,113.376,0.0,42.862,185
2022-11,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,70.53,151.567,0.0,43.607,186
