table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
postgres,pg_catalog,pg_foreign_table,ftserver,2,,NO,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_foreign_table,ftoptions,3,,YES,ARRAY,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,_text,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,oid,1,,NO,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolname,2,,NO,name,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,name,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolsuper,3,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolinherit,4,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolcreaterole,5,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolcreatedb,6,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolcanlogin,7,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolreplication,8,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolbypassrls,9,,NO,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolconnlimit,10,,NO,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolpassword,11,,YES,text,,1073741824.0,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,text,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_authid,rolvaliduntil,12,,YES,timestamp with time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamptz,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,sk_object,2,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,duration,3,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,integrity,4,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079417,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079418,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079419,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079420,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079421,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079422,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079423,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079424,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079425,13,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079426,14,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,14,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079427,15,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,15,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079428,16,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,16,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079429,17,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,17,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079430,18,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,18,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1275079431,19,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,19,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079417,20,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,20,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079418,21,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,21,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079419,22,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,22,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079420,23,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,23,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079421,24,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,24,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079422,25,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,25,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079423,26,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,26,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079424,27,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,27,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079425,28,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,28,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079426,29,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,29,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079427,30,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,30,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079428,31,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,31,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079429,32,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,32,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079430,33,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,33,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079431,34,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,34,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079432,35,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,35,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079433,36,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,36,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1276079434,37,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,37,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1282449686,38,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,38,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1282449687,39,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,39,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1282449688,40,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,40,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275068423,1282449689,41,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,41,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_shadow,usename,1,,YES,name,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,name,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,usesysid,2,,YES,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,usecreatedb,3,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,usesuper,4,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,userepl,5,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,usebypassrls,6,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,passwd,7,,YES,text,,1073741824.0,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,text,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,valuntil,8,,YES,timestamp with time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamptz,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_shadow,useconfig,9,,YES,ARRAY,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,_text,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
postgres,public,det_huawei_bsc6900umts_67109020,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,sk_object,4,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194363,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194364,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194365,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194368,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194369,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194370,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194371,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194372,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194373,13,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67194374,14,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,14,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67204393,15,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,15,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67204394,16,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,16,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67204395,17,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,17,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67204396,18,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,18,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67204764,19,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,19,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,67204765,20,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,20,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,73441531,21,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,21,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,73441532,22,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,22,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900umts_67109020,duration,24,'PT3600S'::character varying,YES,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,24,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_statistic_ext_data,stxoid,1,,NO,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_statistic_ext_data,stxdndistinct,2,,YES,pg_ndistinct,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,pg_ndistinct,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_statistic_ext_data,stxddependencies,3,,YES,pg_dependencies,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,pg_dependencies,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_statistic_ext_data,stxdmcv,4,,YES,pg_mcv_list,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,pg_mcv_list,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_statistic_ext_data,stxdexpr,5,,YES,ARRAY,,,,,,,,,,,,,,,,,,postgres,pg_catalog,_pg_statistic,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_roles,rolname,1,,YES,name,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,name,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolsuper,2,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolinherit,3,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolcreaterole,4,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolcreatedb,5,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolcanlogin,6,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolreplication,7,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolconnlimit,8,,YES,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolpassword,9,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolvaliduntil,10,,YES,timestamp with time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamptz,,,,,10,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolbypassrls,11,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,11,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,rolconfig,12,,YES,ARRAY,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,_text,,,,,12,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_roles,oid,13,,YES,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,13,NO,NO,,,,,,NO,NEVER,,NO
postgres,public,det_huawei_bsc6910umts_82865647,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6910umts_82865647,sk_object,4,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6910umts_82865647,73425563,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6910umts_82865647,73441992,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6910umts_82865647,73441993,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6910umts_82865647,73441994,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6910umts_82865647,duration,10,'PT3600S'::character varying,YES,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,sk_object,2,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,duration,3,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,integrity,4,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C0,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C1,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C2,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C3,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C4,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C5,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C7,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_nokia_macro_51301,M51301C9,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,sk_object,2,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,duration,3,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,integrity,4,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1276080426,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411812,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411813,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411814,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411815,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069417,1282411816,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
