node_id,node_name,tech,domain,type,vendor,lat,long,azimuth,Zone,district,region
110,G09_Mariama Kunda_2,2G,Radio,cell,Huawei,13.36486,-16.729403,240,GBA,Kombo North,Western Region
111,G09_Mariama Kunda_3,2G,Radio,cell,Huawei,13.36486,-16.729403,340,GBA,Kombo North,Western Region
204,G09_Old Yundum_1,2G,Radio,cell,Huawei,13.368239,-16.686616,160,GBA,Kombo North,Western Region
205,G09_Old Yundum_2,2G,Radio,cell,Huawei,13.368239,-16.686616,230,GBA,Kombo North,Western Region
206,G09_Old Yundum_3,2G,Radio,cell,Huawei,13.368239,-16.686616,300,GBA,Kombo North,Western Region
237,G09_Tendaba Camp_2,2G,Radio,cell,Huawei,,,,,,
184,G09_Illiassa_2,2G,Radio,cell,Huawei,13.565307,-15.748364,180,Rural,Lower Badibu,North Bank Region
185,G09_Illiassa_3,2G,Radio,cell,Huawei,13.565307,-15.748364,260,Rural,Lower Badibu,North Bank Region
186,G09_Essau_1,2G,Radio,cell,Huawei,13.482011,-16.522206,20,Rural,Lower Niumi,North Bank Region
163,G09_White House_1,2G,Radio,cell,Huawei,13.433214,-16.691999,60,GBA,Kanifing,Kanifing Municipality
164,G09_White House_2,2G,Radio,cell,Huawei,13.433214,-16.691999,210,GBA,Kanifing,Kanifing Municipality
165,G09_White House_3,2G,Radio,cell,Huawei,13.433214,-16.691999,320,GBA,Kanifing,Kanifing Municipality
127,G09_SOS_1,2G,Radio,cell,Huawei,13.441559,-16.70297,60,GBA,Kanifing,Kanifing Municipality
128,G09_SOS_2,2G,Radio,cell,Huawei,13.441559,-16.70297,200,GBA,Kanifing,Kanifing Municipality
129,G09_SOS_3,2G,Radio,cell,Huawei,13.441559,-16.70297,315,GBA,Kanifing,Kanifing Municipality
0,G09_Future Lecce_1,2G,Radio,cell,Huawei,13.455391,-16.703818,80,GBA,Kanifing,Kanifing Municipality
1,G09_Future Lecce_2,2G,Radio,cell,Huawei,13.455391,-16.703818,160,GBA,Kanifing,Kanifing Municipality
2,G09_Future Lecce_3,2G,Radio,cell,Huawei,13.455391,-16.703818,240,GBA,Kanifing,Kanifing Municipality
18,G09_Kaur_3,2G,Radio,cell,Huawei,13.697851,-15.326958,270,Rural,Sabach - Sanjal,North Bank Region
136,G09_Saad Raslan_1,2G,Radio,cell,Huawei,13.457916,-16.662042,30,GBA,Kanifing,Kanifing Municipality
137,G09_Saad Raslan_2,2G,Radio,cell,Huawei,13.457916,-16.662042,180,GBA,Kanifing,Kanifing Municipality
138,G09_Saad Raslan_3,2G,Radio,cell,Huawei,13.457916,-16.662042,300,GBA,Kanifing,Kanifing Municipality
151,G09_Soul Samba Street_1,2G,Radio,cell,Huawei,13.474328,-16.678082,40,GBA,Kanifing,Kanifing Municipality
152,G09_Soul Samba Street_2,2G,Radio,cell,Huawei,13.474328,-16.678082,140,GBA,Kanifing,Kanifing Municipality
153,G09_Soul Samba Street_3,2G,Radio,cell,Huawei,13.474328,-16.678082,295,GBA,Kanifing,Kanifing Municipality
112,G09_Minteh Kunda_1,2G,Radio,cell,Huawei,13.572082,-15.865203,100,Rural,Central Baddibu,North Bank Region
113,G09_Minteh Kunda_2,2G,Radio,cell,Huawei,13.572082,-15.865203,180,Rural,Central Baddibu,North Bank Region
114,G09_Minteh Kunda_3,2G,Radio,cell,Huawei,13.572082,-15.865203,320,Rural,Central Baddibu,North Bank Region
98,G09_Kuntaur_2,2G,Radio,cell,Huawei,13.65549,-14.871401,210,Rural,Niani,Central River Region
99,G09_Kuntaur_3,2G,Radio,cell,Huawei,13.65549,-14.871401,320,Rural,Niani,Central River Region
263,G09_Bureng_1,2G,Radio,cell,Huawei,13.396583,-15.270363,140,Rural,Jarra East,Lower River Region
264,G09_Bureng_2,2G,Radio,cell,Huawei,13.396583,-15.270363,210,Rural,Jarra East,Lower River Region
265,G09_Bureng_3,2G,Radio,cell,Huawei,13.396583,-15.270363,300,Rural,Jarra East,Lower River Region
150,G09_Somo Bldg_3,2G,Radio,cell,Huawei,13.425182,-16.674104,280,GBA,Kanifing,Kanifing Municipality
301,G09_HQ_2,2G,Radio,cell,Huawei,13.455589,-16.683532,90,GBA,Kanifing,Kanifing Municipality
302,G09_HQ_3,2G,Radio,cell,Huawei,13.455589,-16.683532,280,GBA,Kanifing,Kanifing Municipality
294,G09_Brufut_Mkt_1,2G,Radio,cell,Huawei,13.380397,-16.749969,20,GBA,Kombo North,Western Region
295,G09_Brufut_Mkt_2,2G,Radio,cell,Huawei,13.380397,-16.749969,155,GBA,Kombo North,Western Region
296,G09_Brufut_Mkt_3,2G,Radio,cell,Huawei,13.380397,-16.749969,245,GBA,Kombo North,Western Region
303,G09_Sifo_1,2G,Radio,cell,Huawei,13.186536,-16.698533,15,GBA,Kombo South,Western Region
304,G09_Sifo_2,2G,Radio,cell,Huawei,13.186536,-16.698533,135,GBA,Kombo South,Western Region
305,G09_Sifo_3,2G,Radio,cell,Huawei,13.186536,-16.698533,255,GBA,Kombo South,Western Region
306,G09_Brikama Medina_1,2G,Radio,cell,Huawei,13.262571,-16.652669,45,GBA,Kombo Central,Western Region
307,G09_Brikama Medina_2,2G,Radio,cell,Huawei,13.262571,-16.652669,165,GBA,Kombo Central,Western Region
308,G09_Brikama Medina_3,2G,Radio,cell,Huawei,13.262571,-16.652669,288,GBA,Kombo Central,Western Region
309,G09_Busumbala Central_1,2G,Radio,cell,Huawei,13.337755,-16.669288,3,GBA,Kombo North,Western Region
310,G09_Busumbala Central_2,2G,Radio,cell,Huawei,13.337755,-16.669288,121,GBA,Kombo North,Western Region
311,G09_Busumbala Central_3,2G,Radio,cell,Huawei,13.337755,-16.669288,240,GBA,Kombo North,Western Region
312,G09_Ebo Town_3,2G,Radio,cell,Huawei,13.436607,-16.669311,300,GBA,Kanifing,Kanifing Municipality
313,G09_Brikama Cow_1,2G,Radio,cell,Huawei,13.272474,-16.65124,80,GBA,Kombo Central,Western Region
314,G09_Brikama Cow_2,2G,Radio,cell,Huawei,13.272474,-16.65124,170,GBA,Kombo Central,Western Region
315,G09_Brikama Newtown_1,2G,Radio,cell,Huawei,13.276498,-16.639722,90,GBA,Kombo Central,Western Region
316,G09_Brikama Newtown_2,2G,Radio,cell,Huawei,13.276498,-16.639722,210,GBA,Kombo Central,Western Region
317,G09_Brikama Newtown_3,2G,Radio,cell,Huawei,13.276498,-16.639722,330,GBA,Kombo Central,Western Region
318,G09_Farato_1,2G,Radio,cell,Huawei,13.312439,-16.674004,30,GBA,Kombo South,Western Region
319,G09_Farato_2,2G,Radio,cell,Huawei,13.312439,-16.674004,140,GBA,Kombo South,Western Region
320,G09_Farato_3,2G,Radio,cell,Huawei,13.312439,-16.674004,290,GBA,Kombo South,Western Region
321,G09_Jambajelli_1,2G,Radio,cell,Huawei,13.281885,-16.733081,20,GBA,Kombo South,Western Region
322,G09_Jambajelli_2,2G,Radio,cell,Huawei,13.281885,-16.733081,120,GBA,Kombo South,Western Region
323,G09_Jambajelli_3,2G,Radio,cell,Huawei,13.281885,-16.733081,230,GBA,Kombo South,Western Region
327,G09_Sk Primary School_1,2G,Radio,cell,Huawei,,,,,,
328,G09_Sk Primary School_2,2G,Radio,cell,Huawei,,,,,,
329,G09_Sk Primary School_3,2G,Radio,cell,Huawei,,,,,,
330,G09_Lamin 2_1,2G,Radio,cell,Huawei,13.387227,-16.637169,30,GBA,Kombo North,Western Region
331,G09_Lamin 2_2,2G,Radio,cell,Huawei,13.387227,-16.637169,150,GBA,Kombo North,Western Region
332,G09_Lamin 2_3,2G,Radio,cell,Huawei,13.387227,-16.637169,270,GBA,Kombo North,Western Region
333,G09_Banjul Hope Street_1,2G,Radio,cell,Huawei,13.45518,-16.579537,0,GBA,Banjul,Banjul
334,G09_Banjul Hope Street_2,2G,Radio,cell,Huawei,13.45518,-16.579537,120,GBA,Banjul,Banjul
335,G09_Banjul Hope Street_3,2G,Radio,cell,Huawei,13.45518,-16.579537,240,GBA,Banjul,Banjul
336,G09_Farato 2_1,2G,Radio,cell,Huawei,13.31827,-16.659674,0,GBA,Kombo North,Western Region
337,G09_Farato 2_2,2G,Radio,cell,Huawei,13.31827,-16.659674,110,GBA,Kombo North,Western Region
338,G09_Farato 2_3,2G,Radio,cell,Huawei,13.31827,-16.659674,190,GBA,Kombo North,Western Region
339,G09_Brikama Sanchaba_1,2G,Radio,cell,Huawei,13.26667,-16.636266,45,GBA,Kombo Central,Western Region
340,G09_Brikama Sanchaba_2,2G,Radio,cell,Huawei,13.26667,-16.636266,110,GBA,Kombo Central,Western Region
341,G09_Brikama Sanchaba_3,2G,Radio,cell,Huawei,13.26667,-16.636266,180,GBA,Kombo Central,Western Region
342,G09_Brufut Medina_1,2G,Radio,cell,Huawei,13.374471,-16.766777,65,GBA,Kombo East,Western Region
343,G09_Brufut Medina_2,2G,Radio,cell,Huawei,13.374471,-16.766777,210,GBA,Kombo East,Western Region
344,G09_Brufut Medina_3,2G,Radio,cell,Huawei,13.374471,-16.766777,335,GBA,Kombo East,Western Region
345,G09_Kunkujang Keitaya_1,2G,Radio,cell,Huawei,13.38308,-16.671482,0,GBA,Kombo North,Western Region
346,G09_Kunkujang Keitaya_2,2G,Radio,cell,Huawei,13.38308,-16.671482,120,GBA,Kombo North,Western Region
347,G09_Kunkujang Keitaya_3,2G,Radio,cell,Huawei,13.38308,-16.671482,240,GBA,Kombo North,Western Region
348,G09_Lamin Babylon_1,2G,Radio,cell,Huawei,13.352107,-16.628316,15,GBA,Kombo North,Western Region
349,G09_Lamin Babylon_2,2G,Radio,cell,Huawei,13.352107,-16.628316,138,GBA,Kombo North,Western Region
350,G09_Lamin Babylon_3,2G,Radio,cell,Huawei,13.352107,-16.628316,253,GBA,Kombo North,Western Region
351,G09_LK Sabiji Market_1,2G,Radio,cell,Huawei,13.414763,-16.673953,85,GBA,Kanifing,Kanifing Municipality
352,G09_LK Sabiji Market_2,2G,Radio,cell,Huawei,13.414763,-16.673953,190,GBA,Kanifing,Kanifing Municipality
353,G09_LK Sabiji Market_3,2G,Radio,cell,Huawei,13.414763,-16.673953,325,GBA,Kanifing,Kanifing Municipality
354,G09_Sukuta 2_1,2G,Radio,cell,Huawei,13.405242,-16.711958,60,GBA,Kombo North,Western Region
355,G09_Sukuta 2_2,2G,Radio,cell,Huawei,13.405242,-16.711958,180,GBA,Kombo North,Western Region
356,G09_Sukuta 2_3,2G,Radio,cell,Huawei,13.405242,-16.711958,300,GBA,Kombo North,Western Region
357,G09_Jalambang_1,2G,Radio,cell,Huawei,13.284791,-16.683275,0,GBA,Kombo Central,Western Region
358,G09_Jalambang_2,2G,Radio,cell,Huawei,13.284791,-16.683275,140,GBA,Kombo Central,Western Region
359,G09_Jalambang_3,2G,Radio,cell,Huawei,13.284791,-16.683275,230,GBA,Kombo Central,Western Region
360,G09_Jabang_1,2G,Radio,cell,Huawei,13.363692,-16.712418,60,GBA,Kombo North,Western Region
361,G09_Jabang_2,2G,Radio,cell,Huawei,13.363692,-16.712418,220,GBA,Kombo North,Western Region
362,G09_Jabang_3,2G,Radio,cell,Huawei,13.363692,-16.712418,300,GBA,Kombo North,Western Region
363,G09_Kanifing Estate_1,2G,Radio,cell,Huawei,13.454845,-16.670718,0,GBA,Kanifing,Kanifing Municipality
364,G09_Kanifing Estate_2,2G,Radio,cell,Huawei,13.454845,-16.670718,120,GBA,Kanifing,Kanifing Municipality
365,G09_Kanifing Estate_3,2G,Radio,cell,Huawei,13.454845,-16.670718,240,GBA,Kanifing,Kanifing Municipality
366,G09_Kerr Seringe_1,2G,Radio,cell,Huawei,13.428288,-16.725166,49,GBA,Kombo North,Western Region
367,G09_Kerr Seringe_2,2G,Radio,cell,Huawei,13.428288,-16.725166,160,GBA,Kombo North,Western Region
368,G09_Kerr Seringe_3,2G,Radio,cell,Huawei,13.428288,-16.725166,263,GBA,Kombo North,Western Region
369,G09_LK School_1,2G,Radio,cell,Huawei,13.449622,-16.681927,108,GBA,Kanifing,Kanifing Municipality
370,G09_LK School_2,2G,Radio,cell,Huawei,13.449622,-16.681927,225,GBA,Kanifing,Kanifing Municipality
371,G09_LK School_3,2G,Radio,cell,Huawei,13.449622,-16.681927,350,GBA,Kanifing,Kanifing Municipality
372,G09_Califonia_1,2G,Radio,cell,Huawei,13.382105,-16.73226,60,GBA,Kombo North,Western Region
373,G09_Califonia_2,2G,Radio,cell,Huawei,13.382105,-16.73226,150,GBA,Kombo North,Western Region
374,G09_Califonia_3,2G,Radio,cell,Huawei,13.382105,-16.73226,240,GBA,Kombo North,Western Region
375,G09_Mamuda_1,2G,Radio,cell,Huawei,13.30083,-16.727552,70,GBA,Kombo South,Western Region
376,G09_Mamuda_2,2G,Radio,cell,Huawei,13.30083,-16.727552,195,GBA,Kombo South,Western Region
377,G09_Mamuda_3,2G,Radio,cell,Huawei,13.30083,-16.727552,305,GBA,Kombo South,Western Region
378,G09_Tujereng Estate_1,2G,Radio,cell,Huawei,13.292919,-16.78291,80,GBA,Kombo South,Western Region
379,G09_Tujereng Estate_2,2G,Radio,cell,Huawei,13.292919,-16.78291,190,GBA,Kombo South,Western Region
380,G09_Tujereng Estate_3,2G,Radio,cell,Huawei,13.292919,-16.78291,305,GBA,Kombo South,Western Region
381,G09_Brufut_Nema_1,2G,Radio,cell,Huawei,13.395149,-16.741104,40,GBA,Kombo North,Western Region
382,G09_Brufut_Nema_2,2G,Radio,cell,Huawei,13.395149,-16.741104,180,GBA,Kombo North,Western Region
383,G09_Brufut_Nema_3,2G,Radio,cell,Huawei,13.395149,-16.741104,270,GBA,Kombo North,Western Region
384,G09_Latriya_1,2G,Radio,cell,Huawei,13.329909,-16.707367,110,GBA,Kombo North,Western Region
385,G09_Latriya_2,2G,Radio,cell,Huawei,13.329909,-16.707367,240,GBA,Kombo North,Western Region
386,G09_Latriya_3,2G,Radio,cell,Huawei,13.329909,-16.707367,350,GBA,Kombo North,Western Region
387,G09_Old Yundum 3_1,2G,Radio,cell,Huawei,13.36629,-16.698078,57,GBA,Kombo North,Western Region
388,G09_Old Yundum 3_2,2G,Radio,cell,Huawei,13.36629,-16.698078,165,GBA,Kombo North,Western Region
389,G09_Old Yundum 3_3,2G,Radio,cell,Huawei,13.36629,-16.698078,301,GBA,Kombo North,Western Region
390,G09_Sanchaba Touba_1,2G,Radio,cell,Huawei,13.431632,-16.705403,40,GBA,Kombo North,Western Region
391,G09_Sanchaba Touba_2,2G,Radio,cell,Huawei,13.431632,-16.705403,130,GBA,Kombo North,Western Region
392,G09_Sanchaba Touba_3,2G,Radio,cell,Huawei,13.431632,-16.705403,250,GBA,Kombo North,Western Region
393,G09_Sinchu Sorry_1,2G,Radio,cell,Huawei,13.384708,-16.690123,5,GBA,Kombo North,Western Region
394,G09_Sinchu Sorry_2,2G,Radio,cell,Huawei,13.384708,-16.690123,125,GBA,Kombo North,Western Region
395,G09_Sinchu Sorry_3,2G,Radio,cell,Huawei,13.384708,-16.690123,245,GBA,Kombo North,Western Region
396,G09_Welingara_1,2G,Radio,cell,Huawei,13.402477,-16.665657,10,GBA,Kanifing,Kanifing Municipality
397,G09_Welingara_2,2G,Radio,cell,Huawei,13.402477,-16.665657,130,GBA,Kanifing,Kanifing Municipality
398,G09_Welingara_3,2G,Radio,cell,Huawei,13.402477,-16.665657,240,GBA,Kanifing,Kanifing Municipality
399,G09_Yundum Medina_1,2G,Radio,cell,Huawei,13.356411,-16.679857,15,GBA,Kombo North,Western Region
400,G09_Yundum Medina_2,2G,Radio,cell,Huawei,13.356411,-16.679857,120,GBA,Kombo North,Western Region
401,G09_Yundum Medina_3,2G,Radio,cell,Huawei,13.356411,-16.679857,255,GBA,Kombo North,Western Region
402,G09_Bakau Newtown_1,2G,Radio,cell,Huawei,13.473304,-16.684997,40,GBA,Kanifing,Kanifing Municipality
403,G09_Bakau Newtown_2,2G,Radio,cell,Huawei,13.473304,-16.684997,170,GBA,Kanifing,Kanifing Municipality
404,G09_Bakau Newtown_3,2G,Radio,cell,Huawei,13.473304,-16.684997,260,GBA,Kanifing,Kanifing Municipality
405,G09_GTMI_1,2G,Radio,cell,Huawei,13.4633,-16.6777,40,GBA,Kanifing,Kanifing Municipality
406,G09_GTMI_2,2G,Radio,cell,Huawei,13.4633,-16.6777,140,GBA,Kanifing,Kanifing Municipality
407,G09_GTMI_3,2G,Radio,cell,Huawei,13.4633,-16.6777,280,GBA,Kanifing,Kanifing Municipality
408,G09_Kololi-Palma Junction_1,2G,Radio,cell,Huawei,13.450964,-16.711972,115,GBA,Kanifing,Kanifing Municipality
409,G09_Kololi-Palma Junction_2,2G,Radio,cell,Huawei,13.450964,-16.711972,210,GBA,Kanifing,Kanifing Municipality
410,G09_Kololi-Palma Junction_3,2G,Radio,cell,Huawei,13.450964,-16.711972,325,GBA,Kanifing,Kanifing Municipality
411,G09_Yuna_1,2G,Radio,cell,Huawei,13.346569,-16.727217,0,GBA,Kombo North,Western Region
412,G09_Yuna_2,2G,Radio,cell,Huawei,13.346569,-16.727217,120,GBA,Kombo North,Western Region
413,G09_Yuna_3,2G,Radio,cell,Huawei,13.346569,-16.727217,240,GBA,Kombo North,Western Region
414,G09_Lamin Daranka_1,2G,Radio,cell,Huawei,13.378986,-16.632254,15,GBA,Kombo North,Western Region
415,G09_Lamin Daranka_2,2G,Radio,cell,Huawei,13.378986,-16.632254,150,GBA,Kombo North,Western Region
416,G09_Lamin Daranka_3,2G,Radio,cell,Huawei,13.378986,-16.632254,255,GBA,Kombo North,Western Region
417,G09_Manjai_1,2G,Radio,cell,Huawei,13.449818,-16.699864,105,GBA,Kanifing,Kanifing Municipality
418,G09_Manjai_2,2G,Radio,cell,Huawei,13.449818,-16.699864,210,GBA,Kanifing,Kanifing Municipality
419,G09_Manjai_3,2G,Radio,cell,Huawei,13.449818,-16.699864,290,GBA,Kanifing,Kanifing Municipality
420,G09_Busumbala 4_1,2G,Radio,cell,Huawei,13.322172,-16.649661,12,GBA,Kombo North,Western Region
421,G09_Busumbala 4_2,2G,Radio,cell,Huawei,13.322172,-16.649661,128,GBA,Kombo North,Western Region
422,G09_Busumbala 4_3,2G,Radio,cell,Huawei,13.322172,-16.649661,240,GBA,Kombo North,Western Region
423,G09_Lamin Sateyba_1,2G,Radio,cell,Huawei,13.390692,-16.638504,90,GBA,Kombo North,Western Region
424,G09_Lamin Sateyba_2,2G,Radio,cell,Huawei,13.390692,-16.638504,202,GBA,Kombo North,Western Region
425,G09_Lamin Sateyba_3,2G,Radio,cell,Huawei,13.390692,-16.638504,300,GBA,Kombo North,Western Region
426,G09_Banjulinding_1,2G,Radio,cell,Huawei,13.378188,-16.661955,100,GBA,Kombo North,Western Region
427,G09_Banjulinding_2,2G,Radio,cell,Huawei,13.378188,-16.661955,216,GBA,Kombo North,Western Region
428,G09_Banjulinding_3,2G,Radio,cell,Huawei,13.378188,-16.661955,346,GBA,Kombo North,Western Region
429,G09_Bijilo II_1,2G,Radio,cell,Huawei,13.415244,-16.715273,27,GBA,Kombo North,Western Region
430,G09_Bijilo II_2,2G,Radio,cell,Huawei,13.415244,-16.715273,140,GBA,Kombo North,Western Region
431,G09_Bijilo II_3,2G,Radio,cell,Huawei,13.415244,-16.715273,265,GBA,Kombo North,Western Region
432,G09_Gouygui Market_1,2G,Radio,cell,Huawei,13.345562,-16.689922,70,GBA,Kombo North,Western Region
433,G09_Gouygui Market_2,2G,Radio,cell,Huawei,13.345562,-16.689922,199,GBA,Kombo North,Western Region
434,G09_Gouygui Market_3,2G,Radio,cell,Huawei,13.345562,-16.689922,328,GBA,Kombo North,Western Region
435,G09_Gunjur 2_1,2G,Radio,cell,Huawei,13.179227,-16.757647,90,GBA,Kombo South,Western Region
436,G09_Gunjur 2_2,2G,Radio,cell,Huawei,13.179227,-16.757647,260,GBA,Kombo South,Western Region
437,G09_Gunjur 2_3,2G,Radio,cell,Huawei,13.179227,-16.757647,330,GBA,Kombo South,Western Region
438,G09_Sanyang 2_1,2G,Radio,cell,Huawei,13.26792,-16.753997,10,GBA,Kombo South,Western Region
439,G09_Sanyang 2_2,2G,Radio,cell,Huawei,13.26792,-16.753997,180,GBA,Kombo South,Western Region
440,G09_Sanyang 2_3,2G,Radio,cell,Huawei,13.26792,-16.753997,265,GBA,Kombo South,Western Region
441,G09_Brusubi 2_1,2G,Radio,cell,Huawei,13.399941,-16.732439,60,GBA,Kombo North,Western Region
442,G09_Brusubi 2_2,2G,Radio,cell,Huawei,13.399941,-16.732439,180,GBA,Kombo North,Western Region
443,G09_Brusubi 2_3,2G,Radio,cell,Huawei,13.399941,-16.732439,300,GBA,Kombo North,Western Region
444,G09_Busumbala 3_1,2G,Radio,cell,Huawei,13.322111,-16.677615,30,GBA,Kombo North,Western Region
445,G09_Busumbala 3_2,2G,Radio,cell,Huawei,13.322111,-16.677615,149,GBA,Kombo North,Western Region
446,G09_Busumbala 3_3,2G,Radio,cell,Huawei,13.322111,-16.677615,251,GBA,Kombo North,Western Region
447,G09_Brikama Jamisa II_1,2G,Radio,cell,Huawei,13.27063,-16.664241,110,GBA,Kombo Central,Western Region
448,G09_Brikama Jamisa II_2,2G,Radio,cell,Huawei,13.27063,-16.664241,210,GBA,Kombo Central,Western Region
449,G09_Brikama Jamisa II_3,2G,Radio,cell,Huawei,13.27063,-16.664241,280,GBA,Kombo Central,Western Region
450,G09_Lamin Sanchaba_1,2G,Radio,cell,Huawei,13.381143,-16.651904,30,GBA,Kombo North,Western Region
451,G09_Lamin Sanchaba_2,2G,Radio,cell,Huawei,13.381143,-16.651904,100,GBA,Kombo North,Western Region
452,G09_Lamin Sanchaba_3,2G,Radio,cell,Huawei,13.381143,-16.651904,230,GBA,Kombo North,Western Region
453,G09_Yundum Medina II_1,2G,Radio,cell,Huawei,13.348298,-16.677543,0,GBA,Kombo North,Western Region
454,G09_Yundum Medina II_2,2G,Radio,cell,Huawei,13.348298,-16.677543,120,GBA,Kombo North,Western Region
455,G09_Yundum Medina II_3,2G,Radio,cell,Huawei,13.348298,-16.677543,240,GBA,Kombo North,Western Region
456,G09_Sinchu Alagie 2_1,2G,Radio,cell,Huawei,13.375224,-16.682885,0,GBA,Kombo North,Western Region
457,G09_Sinchu Alagie 2_2,2G,Radio,cell,Huawei,13.375224,-16.682885,120,GBA,Kombo North,Western Region
458,G09_Sinchu Alagie 2_3,2G,Radio,cell,Huawei,13.375224,-16.682885,240,GBA,Kombo North,Western Region
459,G09_Allunghari_1,2G,Radio,cell,Huawei,13.314534,-14.234234,65,Rural,Fuladou East,Upper River Region
460,G09_Allunghari_2,2G,Radio,cell,Huawei,13.314534,-14.234234,170,Rural,Fuladou East,Upper River Region
461,G09_Allunghari_3,2G,Radio,cell,Huawei,13.314534,-14.234234,290,Rural,Fuladou East,Upper River Region
465,G09_Brufut TAF Estate_1,2G,Radio,cell,Huawei,13.388248,-16.761083,60,GBA,Kombo North,Western Region
466,G09_Brufut TAF Estate_2,2G,Radio,cell,Huawei,13.388248,-16.761083,130,GBA,Kombo North,Western Region
467,G09_Brufut TAF Estate_3,2G,Radio,cell,Huawei,13.388248,-16.761083,220,GBA,Kombo North,Western Region
462,G09_Mansajang_1,2G,Radio,cell,Huawei,13.300362,-14.212259,60,Rural,Fuladou East,Upper River Region
463,G09_Mansajang_2,2G,Radio,cell,Huawei,13.300362,-14.212259,150,Rural,Fuladou East,Upper River Region
10,L18_Dippa Kunda_10,4G,Radio,cell,Huawei,,,,,,
464,G09_Mansajang_3,2G,Radio,cell,Huawei,13.300362,-14.212259,300,Rural,Fuladou East,Upper River Region
888,G09_Test_1,2G,Radio,cell,Huawei,,,,,,
1,G_Banjul Tower,2G,Radio,site,Huawei,13.458224,-16.584069,60,GBA,Banjul,Banjul
1,G_Banjul Tower,2G,Radio,site,Huawei,13.458224,-16.584069,170,GBA,Banjul,Banjul
1,G_Banjul Tower,2G,Radio,site,Huawei,13.458224,-16.584069,280,GBA,Banjul,Banjul
79,G_HQ,2G,Radio,site,Huawei,13.455589,-16.683532,0,GBA,Kanifing,Kanifing Municipality
79,G_HQ,2G,Radio,site,Huawei,13.455589,-16.683532,90,GBA,Kanifing,Kanifing Municipality
79,G_HQ,2G,Radio,site,Huawei,13.455589,-16.683532,280,GBA,Kanifing,Kanifing Municipality
47,G_Kaiaf,2G,Radio,site,Huawei,13.411158,-15.610371,55,Rural,Kiang East,Lower River Region
47,G_Kaiaf,2G,Radio,site,Huawei,13.411158,-15.610371,170,Rural,Kiang East,Lower River Region
47,G_Kaiaf,2G,Radio,site,Huawei,13.411158,-15.610371,280,Rural,Kiang East,Lower River Region
66,G_Dobson,2G,Radio,site,Huawei,13.449784,-16.575675,130,GBA,Banjul,Banjul
66,G_Dobson,2G,Radio,site,Huawei,13.449784,-16.575675,215,GBA,Banjul,Banjul
66,G_Dobson,2G,Radio,site,Huawei,13.449784,-16.575675,320,GBA,Banjul,Banjul
82,G_Kaur,2G,Radio,site,Huawei,13.697851,-15.326958,60,Rural,Sabach - Sanjal,North Bank Region
82,G_Kaur,2G,Radio,site,Huawei,13.697851,-15.326958,140,Rural,Sabach - Sanjal,North Bank Region
82,G_Kaur,2G,Radio,site,Huawei,13.697851,-15.326958,270,Rural,Sabach - Sanjal,North Bank Region
6,G_Airport,2G,Radio,site,Huawei,13.349056,-16.658,100,GBA,Kombo North,Western Region
6,G_Airport,2G,Radio,site,Huawei,13.349056,-16.658,230,GBA,Kombo North,Western Region
6,G_Airport,2G,Radio,site,Huawei,13.349056,-16.658,330,GBA,Kombo North,Western Region
0,G_Arab Islamic Bank,2G,Radio,site,Huawei,13.445166,-16.674637,90,GBA,Kanifing,Kanifing Municipality
0,G_Arab Islamic Bank,2G,Radio,site,Huawei,13.445166,-16.674637,190,GBA,Kanifing,Kanifing Municipality
0,G_Arab Islamic Bank,2G,Radio,site,Huawei,13.445166,-16.674637,330,GBA,Kanifing,Kanifing Municipality
8,G_Bajakunda,2G,Radio,site,Huawei,13.481843,-14.053507,60,Rural,Wuli East,Upper River Region
8,G_Bajakunda,2G,Radio,site,Huawei,13.481843,-14.053507,160,Rural,Wuli East,Upper River Region
8,G_Bajakunda,2G,Radio,site,Huawei,13.481843,-14.053507,270,Rural,Wuli East,Upper River Region
80,G_Brikama Ba,2G,Radio,site,Huawei,13.532752,-14.925251,180,Rural,Fuladou West,Central River Region
80,G_Brikama Ba,2G,Radio,site,Huawei,13.532752,-14.925251,240,Rural,Fuladou West,Central River Region
80,G_Brikama Ba,2G,Radio,site,Huawei,13.532752,-14.925251,340,Rural,Fuladou West,Central River Region
62,G_Jambur,2G,Radio,site,Huawei,13.307093,-16.696712,60,GBA,Kombo South,Western Region
62,G_Jambur,2G,Radio,site,Huawei,13.307093,-16.696712,160,GBA,Kombo South,Western Region
62,G_Jambur,2G,Radio,site,Huawei,13.307093,-16.696712,330,GBA,Kombo South,Western Region
65,G_Basori,2G,Radio,site,Huawei,13.22767,-16.579877,160,Rural,Kombo North,Western Region
65,G_Basori,2G,Radio,site,Huawei,13.22767,-16.579877,250,Rural,Kombo North,Western Region
65,G_Basori,2G,Radio,site,Huawei,13.22767,-16.579877,350,Rural,Kombo North,Western Region
16,G_White Building,2G,Radio,site,Huawei,13.465954,-16.691005,0,GBA,Kanifing,Kanifing Municipality
16,G_White Building,2G,Radio,site,Huawei,13.465954,-16.691005,160,GBA,Kanifing,Kanifing Municipality
16,G_White Building,2G,Radio,site,Huawei,13.465954,-16.691005,240,GBA,Kanifing,Kanifing Municipality
49,G_Earth Station,2G,Radio,site,Huawei,13.401895,-16.653944,110,GBA,Kanifing,Kanifing Municipality
49,G_Earth Station,2G,Radio,site,Huawei,13.401895,-16.653944,200,GBA,Kanifing,Kanifing Municipality
