node_id,node_name,tech,domain,type,vendor,lat,long,azimuth,Zone,district,region
7,L21_Marakissa_7,4G,Radio,cell,Huawei,13.216425,-16.648561,50,GBA,Kombo Central,Western Region
8,L21_Marakissa_8,4G,Radio,cell,Huawei,13.216425,-16.648561,160,GBA,Kombo Central,Western Region
9,L21_Marakissa_9,4G,Radio,cell,Huawei,13.216425,-16.648561,240,GBA,Kombo Central,Western Region
1,L07_Brikama II_1,4G,Radio,cell,Huawei,13.266641,-16.642473,120,GBA,Kombo Central,Western Region
2,L07_Brikama II_2,4G,Radio,cell,Huawei,13.266641,-16.642473,200,GBA,Kombo Central,Western Region
3,L07_Brikama II_3,4G,Radio,cell,Huawei,13.266641,-16.642473,320,GBA,Kombo Central,Western Region
4,L18_Brikama II_4,4G,Radio,cell,Huawei,13.266641,-16.642473,120,GBA,Kombo Central,Western Region
5,L18_Brikama II_5,4G,Radio,cell,Huawei,13.266641,-16.642473,200,GBA,Kombo Central,Western Region
6,L18_Brikama II_6,4G,Radio,cell,Huawei,13.266641,-16.642473,320,GBA,Kombo Central,Western Region
7,L21_Brikama II_7,4G,Radio,cell,Huawei,13.266641,-16.642473,120,GBA,Kombo Central,Western Region
8,L21_Brikama II_8,4G,Radio,cell,Huawei,13.266641,-16.642473,200,GBA,Kombo Central,Western Region
9,L21_Brikama II_9,4G,Radio,cell,Huawei,13.266641,-16.642473,320,GBA,Kombo Central,Western Region
10,L18_Brikama ii_10,4G,Radio,cell,Huawei,13.266641,-16.642473,120,GBA,Kombo Central,Western Region
