begintime,sk_object,1279470417,1279470418,1279470419,1279470420,1279470421,1279470422,1279470423,duration
2022-03-11 22:00:00,7524261.0,85591684.0,108069781.0,0.0,15476353773.0,45989233950.0,23388183.0,68852408.0,PT3600S
2022-03-11 23:00:00,7524261.0,61016125.0,86257153.0,0.0,11479617186.0,40031965407.0,20574749.0,68338768.0,PT3600S
2022-03-12 05:00:00,7524261.0,14391431.0,20870070.0,0.0,2442472189.0,9828806221.0,5317354.0,20598565.0,PT3600S
2022-03-12 06:00:00,7524261.0,21222114.0,32426168.0,0.0,3690735441.0,15728523872.0,7727949.0,34034255.0,PT3600S
2022-03-12 07:00:00,7524261.0,39049993.0,55287124.0,0.0,6970963991.0,25874654388.0,11646282.0,40396739.0,PT3600S
2022-03-12 08:00:00,7524261.0,45378219.0,59769857.0,0.0,8078393846.0,26447146620.0,12557182.0,41013633.0,PT3600S
2022-03-12 09:00:00,7524261.0,50683995.0,66180716.0,0.0,8821963931.0,28528186739.0,13634285.0,43483247.0,PT3600S
2022-03-12 10:00:00,7524261.0,52353039.0,67084520.0,0.0,9142714594.0,28368281001.0,13798484.0,44912344.0,PT3600S
2022-03-12 11:00:00,7524261.0,51311055.0,65129785.0,0.0,9099465880.0,27616603478.0,13861826.0,44121563.0,PT3600S
2022-03-12 12:00:00,7524261.0,51095534.0,64826680.0,0.0,8947917256.0,27821837635.0,13808940.0,43199188.0,PT3600S
2022-03-12 13:00:00,7524261.0,50945311.0,64580780.0,0.0,8949356450.0,27678341279.0,15707586.0,42690107.0,PT3600S
2022-03-12 14:00:00,7524261.0,50483507.0,64598131.0,0.0,8827143044.0,27449967322.0,14012706.0,42436332.0,PT3600S
2022-03-12 15:00:00,7524261.0,49991703.0,65088822.0,0.0,8868473170.0,28108161499.0,13504481.0,42569364.0,PT3600S
2022-03-12 16:00:00,7524261.0,48835562.0,63844967.0,0.0,8530690512.0,27430535057.0,12982958.0,42114815.0,PT3600S
2022-03-12 17:00:00,7524261.0,49595321.0,65139601.0,0.0,8718741047.0,28321376842.0,14744625.0,45032524.0,PT3600S
2022-03-12 18:00:00,7524261.0,56695067.0,73033045.0,0.0,10064386051.0,31467326479.0,16031352.0,50550938.0,PT3600S
2022-03-12 19:00:00,7524261.0,66410333.0,79891143.0,0.0,11436027224.0,32134893018.0,19298615.0,53094103.0,PT3600S
2022-03-12 20:00:00,7524261.0,82363554.0,95337107.0,0.0,14026388388.0,37471320214.0,21652014.0,58072575.0,PT3600S
2022-03-12 21:00:00,7524261.0,89746313.0,104786886.0,0.0,15562988501.0,42036366672.0,23196909.0,66460822.0,PT3600S
2022-03-12 22:00:00,7524261.0,83281276.0,106862668.0,0.0,15139861846.0,46648124982.0,23741131.0,69632050.0,PT3600S
2022-03-12 23:00:00,7524261.0,57056463.0,83281388.0,0.0,10507645034.0,39187703787.0,19107361.0,66208338.0,PT3600S
2022-03-13 00:00:00,7524261.0,36143201.0,54893821.0,0.0,6531250786.0,26601558349.0,12590200.0,47841220.0,PT3600S
2022-03-13 01:00:00,7524261.0,20483370.0,30343708.0,0.0,3443372250.0,14581794237.0,6672241.0,27398069.0,PT3600S
2022-03-13 04:00:00,7524261.0,12017622.0,16695063.0,0.0,1921153403.0,7438091452.0,3809959.0,13185519.0,PT3600S
2022-03-13 05:00:00,7524261.0,12222490.0,17271102.0,0.0,1956578021.0,7739255650.0,3922283.0,14171890.0,PT3600S
2022-03-13 06:00:00,7524261.0,19871936.0,30049422.0,0.0,3484252322.0,14325502333.0,7600591.0,30320241.0,PT3600S
2022-03-13 07:00:00,7524261.0,36182181.0,52162901.0,0.0,6421852853.0,24338214578.0,11092469.0,39578574.0,PT3600S
2022-03-13 08:00:00,7524261.0,43275108.0,57206759.0,0.0,7574587116.0,24953579418.0,12587443.0,40270235.0,PT3600S
2022-03-13 09:00:00,7524261.0,48340555.0,64736152.0,0.0,8499944878.0,28982723745.0,13046442.0,44172220.0,PT3600S
2022-03-13 10:00:00,7524261.0,49773296.0,66836230.0,0.0,8885864819.0,29738453864.0,13774583.0,45666758.0,PT3600S
2022-03-13 11:00:00,7524261.0,50617177.0,67819901.0,0.0,9123874928.0,29905189422.0,14024330.0,45277071.0,PT3600S
2022-03-13 12:00:00,7524261.0,53122749.0,70823369.0,0.0,9376611663.0,31212620271.0,14209707.0,47653680.0,PT3600S
2022-03-13 13:00:00,7524261.0,53850914.0,70491564.0,0.0,9367999780.0,30949994853.0,14006877.0,47025000.0,PT3600S
2022-03-13 15:00:00,7524261.0,51771025.0,66359521.0,0.0,9040242032.0,28485166321.0,15217744.0,48769540.0,PT3600S
2022-03-13 16:00:00,7524261.0,56653163.0,73408774.0,0.0,9992940160.0,31693599118.0,15676392.0,50118705.0,PT3600S
