begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,L.Thrp.bits.DL,PDCP_SDU_VOL_DL
2022-02-19,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,605172088552.0,
2022-02-20,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,681510188768.0,
2022-03-02,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,875228200360.0,
2022-03-01,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,834486482656.0,
2022-03-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,997274788152.0,
2022-03-06,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,91.66666666666667,607686722008.0,
2022-03-07,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,837405535304.0,
2022-03-10,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,95.83333333333333,708367831896.0,
2022-03-09,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,4.166666666666667,42800550728.0,
2022-03-11,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,716698009144.0,
2022-03-12,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,79.16666666666667,497132185704.0,
2022-03-13,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,87.5,605782547424.0,
2022-03-14,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,551353786536.0,
2022-03-15,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808680.0,dynamic,100.0,683500214344.0,
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1358145568328.0,
2022-02-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,95.83333333333333,1207583541032.0,
2022-02-04,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1452319883776.0,
2022-02-05,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1366981341360.0,
2022-03-17,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",826.0,dynamic,0.4166666666666667,,326578.0
2022-02-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1193697878296.0,
2022-02-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1295565545960.0,
2022-02-08,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1302816120336.0,
2022-02-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1299674033408.0,
2022-02-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1449661979800.0,
2022-02-17,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,87.5,1253770023352.0,
2022-02-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1297586187720.0,
2022-02-18,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1427785017440.0,
2022-02-19,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1470182918040.0,
2022-02-20,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1458564972976.0,
2022-03-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1126485823936.0,
2022-03-01,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1175095047992.0,
2022-03-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1495998817400.0,
2022-03-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,91.66666666666667,1199470876880.0,
2022-03-07,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1391919691944.0,
2022-03-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,95.83333333333333,1373743136752.0,
2022-03-09,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,4.166666666666667,56400215016.0,
2022-03-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1392841237208.0,
2022-03-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,79.16666666666667,1329418679880.0,
2022-03-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,87.5,1142691818648.0,
2022-03-14,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1502747703248.0,
2022-03-15,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808687.0,dynamic,100.0,1442476483648.0,
2022-02-03,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,510210402312.0,
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,95.83333333333333,377851217656.0,
2022-02-04,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,405212919688.0,
2022-02-05,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,337584235624.0,
2022-02-06,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,188873622984.0,
2022-02-10,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,453191676440.0,
2022-02-08,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,356514278232.0,
2022-02-11,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,449697681320.0,
2022-02-12,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,480086493928.0,
2022-02-17,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,87.5,392878630040.0,
2022-02-13,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,276027729088.0,
2022-02-18,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,494438374952.0,
2022-02-19,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,482226754008.0,
2022-02-20,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,288315520704.0,
2022-03-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,508825959312.0,
2022-03-01,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,583295378544.0,
2022-03-03,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,481754237368.0,
2022-03-06,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,91.66666666666667,252701257120.0,
2022-03-07,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,510283786016.0,
2022-03-10,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,95.83333333333333,462997311064.0,
2022-03-09,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,4.166666666666667,14840514416.0,
2022-03-11,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,754598362648.0,
2022-03-12,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,79.16666666666667,433540782760.0,
2022-03-13,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,87.5,246274162312.0,
2022-03-14,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,453241169376.0,
2022-03-15,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808688.0,dynamic,100.0,474903278528.0,
2022-02-03,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,594617814104.0,
2022-02-02,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,95.83333333333333,792516148552.0,
2022-02-04,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,601604002984.0,
2022-02-05,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,507521127328.0,
2022-02-06,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,278778054632.0,
2022-02-10,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,661102926616.0,
2022-02-08,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,558583681200.0,
2022-02-11,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,630740174896.0,
2022-02-12,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,487870704792.0,
2022-02-17,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,87.5,501714324392.0,
2022-02-13,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,335299985520.0,
2022-02-18,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,475883394232.0,
2022-02-19,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,544709667424.0,
2022-02-20,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,442051598872.0,
2022-03-02,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,508549659560.0,
2022-03-01,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,574760303680.0,
2022-03-03,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,451894889984.0,
2022-03-06,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,91.66666666666667,311507665720.0,
2022-03-07,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,100.0,528834598816.0,
2022-03-10,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,95.83333333333333,505052278432.0,
2022-03-09,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL,Local Cell ID=8,Cell Name=4G_SWISSHOTEL-8,eNodeB ID=5055,Cell FDD TDD indication=CELL_FDD",Huawei,eNodeB(4G) : Measurement of Cell Performance,808689.0,dynamic,4.166666666666667,16358610360.0,
