Local ID,Peer ID,Tech,domain,type,Local Name,Peer Name
170,353.0,2G,Radio,Relation,,
171,353.0,2G,Radio,Relation,,
145,353.0,2G,Radio,Relation,,
146,353.0,2G,Radio,Relation,,
147,353.0,2G,Radio,Relation,,
160,353.0,2G,Radio,Relation,,
161,353.0,2G,Radio,Relation,,
162,353.0,2G,Radio,Relation,,
354,355.0,2G,Radio,Relation,,
354,356.0,2G,Radio,Relation,,
355,354.0,2G,Radio,Relation,,
356,354.0,2G,Radio,Relation,,
356,355.0,2G,Radio,Relation,,
355,356.0,2G,Radio,Relation,,
354,73.0,2G,Radio,Relation,,
354,88.0,2G,Radio,Relation,,
354,89.0,2G,Radio,Relation,,
354,34.0,2G,Radio,Relation,,
354,35.0,2G,Radio,Relation,,
354,201.0,2G,Radio,Relation,,
354,202.0,2G,Radio,Relation,,
354,203.0,2G,Radio,Relation,,
354,234.0,2G,Radio,Relation,,
354,36.0,2G,Radio,Relation,,
354,235.0,2G,Radio,Relation,,
354,236.0,2G,Radio,Relation,,
354,253.0,2G,Radio,Relation,,
354,254.0,2G,Radio,Relation,,
354,255.0,2G,Radio,Relation,,
354,118.0,2G,Radio,Relation,,
354,119.0,2G,Radio,Relation,,
354,120.0,2G,Radio,Relation,,
354,157.0,2G,Radio,Relation,,
354,158.0,2G,Radio,Relation,,
354,159.0,2G,Radio,Relation,,
355,73.0,2G,Radio,Relation,,
355,88.0,2G,Radio,Relation,,
355,89.0,2G,Radio,Relation,,
355,34.0,2G,Radio,Relation,,
355,35.0,2G,Radio,Relation,,
355,201.0,2G,Radio,Relation,,
355,202.0,2G,Radio,Relation,,
355,203.0,2G,Radio,Relation,,
355,234.0,2G,Radio,Relation,,
355,235.0,2G,Radio,Relation,,
355,36.0,2G,Radio,Relation,,
355,236.0,2G,Radio,Relation,,
355,253.0,2G,Radio,Relation,,
355,254.0,2G,Radio,Relation,,
355,255.0,2G,Radio,Relation,,
355,118.0,2G,Radio,Relation,,
355,119.0,2G,Radio,Relation,,
355,120.0,2G,Radio,Relation,,
355,158.0,2G,Radio,Relation,,
355,159.0,2G,Radio,Relation,,
356,73.0,2G,Radio,Relation,,
356,89.0,2G,Radio,Relation,,
356,34.0,2G,Radio,Relation,,
356,35.0,2G,Radio,Relation,,
356,36.0,2G,Radio,Relation,,
356,201.0,2G,Radio,Relation,,
356,202.0,2G,Radio,Relation,,
356,203.0,2G,Radio,Relation,,
356,234.0,2G,Radio,Relation,,
356,235.0,2G,Radio,Relation,,
356,253.0,2G,Radio,Relation,,
356,254.0,2G,Radio,Relation,,
356,118.0,2G,Radio,Relation,,
356,119.0,2G,Radio,Relation,,
356,255.0,2G,Radio,Relation,,
356,120.0,2G,Radio,Relation,,
356,157.0,2G,Radio,Relation,,
356,158.0,2G,Radio,Relation,,
356,159.0,2G,Radio,Relation,,
73,354.0,2G,Radio,Relation,,
88,354.0,2G,Radio,Relation,,
89,354.0,2G,Radio,Relation,,
34,354.0,2G,Radio,Relation,,
201,354.0,2G,Radio,Relation,,
202,354.0,2G,Radio,Relation,,
35,354.0,2G,Radio,Relation,,
36,354.0,2G,Radio,Relation,,
234,354.0,2G,Radio,Relation,,
235,354.0,2G,Radio,Relation,,
236,354.0,2G,Radio,Relation,,
157,354.0,2G,Radio,Relation,,
158,354.0,2G,Radio,Relation,,
73,355.0,2G,Radio,Relation,,
88,355.0,2G,Radio,Relation,,
89,355.0,2G,Radio,Relation,,
201,355.0,2G,Radio,Relation,,
34,355.0,2G,Radio,Relation,,
35,355.0,2G,Radio,Relation,,
36,355.0,2G,Radio,Relation,,
202,355.0,2G,Radio,Relation,,
203,355.0,2G,Radio,Relation,,
234,355.0,2G,Radio,Relation,,
235,355.0,2G,Radio,Relation,,
236,355.0,2G,Radio,Relation,,
157,355.0,2G,Radio,Relation,,
158,355.0,2G,Radio,Relation,,
73,356.0,2G,Radio,Relation,,
88,356.0,2G,Radio,Relation,,
89,356.0,2G,Radio,Relation,,
201,356.0,2G,Radio,Relation,,
34,356.0,2G,Radio,Relation,,
35,356.0,2G,Radio,Relation,,
36,356.0,2G,Radio,Relation,,
202,356.0,2G,Radio,Relation,,
203,356.0,2G,Radio,Relation,,
234,356.0,2G,Radio,Relation,,
236,356.0,2G,Radio,Relation,,
157,356.0,2G,Radio,Relation,,
348,349.0,2G,Radio,Relation,,
348,350.0,2G,Radio,Relation,,
349,348.0,2G,Radio,Relation,,
349,350.0,2G,Radio,Relation,,
350,348.0,2G,Radio,Relation,,
350,349.0,2G,Radio,Relation,,
348,19.0,2G,Radio,Relation,,
348,20.0,2G,Radio,Relation,,
348,180.0,2G,Radio,Relation,,
348,181.0,2G,Radio,Relation,,
348,182.0,2G,Radio,Relation,,
348,309.0,2G,Radio,Relation,,
348,310.0,2G,Radio,Relation,,
348,311.0,2G,Radio,Relation,,
348,194.0,2G,Radio,Relation,,
348,195.0,2G,Radio,Relation,,
348,217.0,2G,Radio,Relation,,
348,218.0,2G,Radio,Relation,,
348,219.0,2G,Radio,Relation,,
348,191.0,2G,Radio,Relation,,
348,198.0,2G,Radio,Relation,,
348,256.0,2G,Radio,Relation,,
348,257.0,2G,Radio,Relation,,
348,258.0,2G,Radio,Relation,,
348,192.0,2G,Radio,Relation,,
348,193.0,2G,Radio,Relation,,
349,19.0,2G,Radio,Relation,,
348,204.0,2G,Radio,Relation,,
348,205.0,2G,Radio,Relation,,
348,206.0,2G,Radio,Relation,,
349,20.0,2G,Radio,Relation,,
349,180.0,2G,Radio,Relation,,
349,21.0,2G,Radio,Relation,,
349,181.0,2G,Radio,Relation,,
349,182.0,2G,Radio,Relation,,
349,309.0,2G,Radio,Relation,,
349,310.0,2G,Radio,Relation,,
349,191.0,2G,Radio,Relation,,
349,192.0,2G,Radio,Relation,,
349,194.0,2G,Radio,Relation,,
349,195.0,2G,Radio,Relation,,
349,198.0,2G,Radio,Relation,,
349,217.0,2G,Radio,Relation,,
349,218.0,2G,Radio,Relation,,
349,219.0,2G,Radio,Relation,,
349,256.0,2G,Radio,Relation,,
349,257.0,2G,Radio,Relation,,
349,258.0,2G,Radio,Relation,,
349,311.0,2G,Radio,Relation,,
349,193.0,2G,Radio,Relation,,
350,19.0,2G,Radio,Relation,,
349,204.0,2G,Radio,Relation,,
349,205.0,2G,Radio,Relation,,
349,206.0,2G,Radio,Relation,,
350,20.0,2G,Radio,Relation,,
350,21.0,2G,Radio,Relation,,
350,180.0,2G,Radio,Relation,,
350,181.0,2G,Radio,Relation,,
350,182.0,2G,Radio,Relation,,
350,217.0,2G,Radio,Relation,,
350,218.0,2G,Radio,Relation,,
350,309.0,2G,Radio,Relation,,
350,310.0,2G,Radio,Relation,,
350,311.0,2G,Radio,Relation,,
350,194.0,2G,Radio,Relation,,
350,195.0,2G,Radio,Relation,,
350,198.0,2G,Radio,Relation,,
350,219.0,2G,Radio,Relation,,
350,191.0,2G,Radio,Relation,,
350,192.0,2G,Radio,Relation,,
350,256.0,2G,Radio,Relation,,
350,257.0,2G,Radio,Relation,,
350,258.0,2G,Radio,Relation,,
350,193.0,2G,Radio,Relation,,
350,204.0,2G,Radio,Relation,,
350,205.0,2G,Radio,Relation,,
350,206.0,2G,Radio,Relation,,
19,348.0,2G,Radio,Relation,,
180,348.0,2G,Radio,Relation,,
181,348.0,2G,Radio,Relation,,
182,348.0,2G,Radio,Relation,,
309,348.0,2G,Radio,Relation,,
217,348.0,2G,Radio,Relation,,
218,348.0,2G,Radio,Relation,,
219,348.0,2G,Radio,Relation,,
311,348.0,2G,Radio,Relation,,
194,348.0,2G,Radio,Relation,,
195,348.0,2G,Radio,Relation,,
198,348.0,2G,Radio,Relation,,
256,348.0,2G,Radio,Relation,,
191,348.0,2G,Radio,Relation,,
192,348.0,2G,Radio,Relation,,
257,348.0,2G,Radio,Relation,,
258,348.0,2G,Radio,Relation,,
204,348.0,2G,Radio,Relation,,
205,348.0,2G,Radio,Relation,,
206,348.0,2G,Radio,Relation,,
19,349.0,2G,Radio,Relation,,
20,349.0,2G,Radio,Relation,,
180,349.0,2G,Radio,Relation,,
181,349.0,2G,Radio,Relation,,
182,349.0,2G,Radio,Relation,,
21,349.0,2G,Radio,Relation,,
217,349.0,2G,Radio,Relation,,
309,349.0,2G,Radio,Relation,,
310,349.0,2G,Radio,Relation,,
311,349.0,2G,Radio,Relation,,
194,349.0,2G,Radio,Relation,,
195,349.0,2G,Radio,Relation,,
198,349.0,2G,Radio,Relation,,
218,349.0,2G,Radio,Relation,,
219,349.0,2G,Radio,Relation,,
191,349.0,2G,Radio,Relation,,
192,349.0,2G,Radio,Relation,,
193,349.0,2G,Radio,Relation,,
256,349.0,2G,Radio,Relation,,
257,349.0,2G,Radio,Relation,,
258,349.0,2G,Radio,Relation,,
204,349.0,2G,Radio,Relation,,
205,349.0,2G,Radio,Relation,,
206,349.0,2G,Radio,Relation,,
19,350.0,2G,Radio,Relation,,
20,350.0,2G,Radio,Relation,,
21,350.0,2G,Radio,Relation,,
180,350.0,2G,Radio,Relation,,
181,350.0,2G,Radio,Relation,,
182,350.0,2G,Radio,Relation,,
217,350.0,2G,Radio,Relation,,
309,350.0,2G,Radio,Relation,,
310,350.0,2G,Radio,Relation,,
194,350.0,2G,Radio,Relation,,
195,350.0,2G,Radio,Relation,,
198,350.0,2G,Radio,Relation,,
218,350.0,2G,Radio,Relation,,
219,350.0,2G,Radio,Relation,,
191,350.0,2G,Radio,Relation,,
256,350.0,2G,Radio,Relation,,
257,350.0,2G,Radio,Relation,,
258,350.0,2G,Radio,Relation,,
192,350.0,2G,Radio,Relation,,
193,350.0,2G,Radio,Relation,,
204,350.0,2G,Radio,Relation,,
206,350.0,2G,Radio,Relation,,
364,363.0,2G,Radio,Relation,,
365,363.0,2G,Radio,Relation,,
363,364.0,2G,Radio,Relation,,
365,364.0,2G,Radio,Relation,,
363,365.0,2G,Radio,Relation,,
364,365.0,2G,Radio,Relation,,
363,210.0,2G,Radio,Relation,,
363,211.0,2G,Radio,Relation,,
363,22.0,2G,Radio,Relation,,
363,23.0,2G,Radio,Relation,,
363,24.0,2G,Radio,Relation,,
