Severity,Alarm ID,Name,NE type,Alarm source,MO Name,Location Information,Occurred On (NT),Cleared On (NT),Acknowledged On (ST),Cleared by,Acknowledged by,Clearance Status,RRU Name,CELL Name,Acknowledgement Status,BBU Name,eNodeB ID,gNodeB ID,Log Serial Number,User label,Equipment Alarm Serial Number,Additional Information,Maintenance Status,Subnet
Warning,29204,X2 Interface Fault,BTS3900,Kabafita,eNodeB Function Name=L_Kabafita,eNodeB Function Name=L_Kabafita; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-30 09:22:27,2024-05-30 10:31:02,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kabafita,4063,-,14005631,-,13317,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4130; eNodeBId=4063,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Brikama UTG,eNodeB Function Name=L_Brikama UTG,eNodeB Function Name=L_Brikama UTG; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-30 09:25:28,2024-05-30 10:34:03,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brikama UTG,4068,-,14005627,-,4097,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4130; eNodeBId=4068,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Busumbala,eNodeB Function Name=L_Busumbala,eNodeB Function Name=L_Busumbala; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-30 09:23:34,2024-05-30 10:32:11,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Busumbala,4065,-,14005628,-,1414,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4130; eNodeBId=4065,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS5900,Brikama Medina,eNodeB Function Name=L_Brikama Medina,eNodeB Function Name=L_Brikama Medina; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-30 09:23:21,2024-05-30 10:31:57,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brikama Medina,4178,-,14005629,-,730,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4130; eNodeBId=4178,NORMAL,ROOT/EASY_DEPLOYMENT
Warning,29204,X2 Interface Fault,BTS3900,Brikama II,eNodeB Function Name=L_Brikama II,eNodeB Function Name=L_Brikama II; Neighboring Base Station Type=eNodeB; Specific Problem=Lower-layer link fault,2024-05-30 09:19:56,2024-05-30 10:28:32,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brikama II,4066,-,14005630,-,4653,RAT_INFO=GL; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=90; Description=4130; eNodeBId=4066,NORMAL,ROOT/Test
Minor,780,The Data Transmission Channel Between the Trace Server and the NE Is Disrupted,OSS,OSS,OSS,NE Name=Brikama Newtown; NE IP=172.24.40.134; NE Disconnect Port=6007; TSMediation Partition=TSMediationService1301; Trace Server IP=172.30.24.12; Backup Port=None,2024-05-30 09:23:52,2024-05-30 10:32:23,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,-,-,-,14005623,-,0,-,NORMAL,ROOT
Major,25621,Power Supply DC Output Out of Range,BTS5900,Kubariko,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Sub Slot No.=NULL; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=DC Overvoltage,2024-05-30 09:20:12,2024-05-30 09:20:22,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kubariko,4098,-,14005621,-,1442,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; eNodeBId=4098,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Busumbala II,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:07,2024-05-30 09:34:50,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Busumbala II,4090,-,14005620,-,2800,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4090,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Busumbala 3,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:25:07,2024-05-30 09:37:44,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Busumbala 3,4133,-,14005617,-,1575,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4133,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Sifo,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:24:37,2024-05-30 09:28:07,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sifo,4127,-,14005618,-,6692,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4127,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Bijilo II,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:24:15,2024-05-30 10:17:11,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Bijilo II,4113,-,14005616,-,6612,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4113,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Brufut_Nema,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:45,2024-05-30 09:26:33,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brufut_Nema,4079,-,14005615,-,1036,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4079,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Old Yundum 3,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:21:05,2024-05-30 09:31:14,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Old Yundum 3,4189,-,14005619,-,1633,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4189,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,LK Sabiji Market,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:25:58,2024-05-30 10:04:49,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,LK Sabiji Market,4129,-,14005603,-,6534,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4129,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Yundum Medina,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:24:07,2024-05-30 09:37:00,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Yundum Medina,4108,-,14005608,-,1465,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4108,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Busumbala Central,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:30,2024-05-30 09:35:08,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Busumbala Central,4125,-,14005606,-,1420,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4125,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Brikama Jamisa,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:20,2024-05-30 10:25:31,2024-05-30 10:41:46,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brikama Jamisa,4111,-,14005610,-,697,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4111,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Banjulinding,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:19,2024-05-30 09:59:19,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Banjulinding,4091,-,14005604,-,222,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4091,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Kanifing Estate,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:15,2024-05-30 09:27:56,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kanifing Estate,4102,-,14005613,-,1047,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4102,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Busumbala 4,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:05,2024-05-30 09:34:48,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Busumbala 4,4134,-,14005609,-,1817,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4134,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,LK Sabiji,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:21:54,2024-05-30 09:59:12,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,LK Sabiji,4114,-,14005611,-,1511,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4114,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Brusubi Turntable,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:21:43,2024-05-30 09:29:19,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brusubi Turntable,4085,-,14005607,-,1104,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4085,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Sanchaba Touba,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:20:48,2024-05-30 10:13:25,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sanchaba Touba,4104,-,14005605,-,1115,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4104,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Jabang Estate II,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:20:20,2024-05-30 09:30:55,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Jabang Estate II,4118,-,14005612,-,5815,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4118,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Lamin Sateyba,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:23:33,2024-05-30 10:00:34,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Lamin Sateyba,4180,-,14005598,-,1505,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4180,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS3900,Nemasu II,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:40,2024-05-30 10:15:28,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Nemasu II,4105,-,14005601,-,1535,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4105,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Gouygi Market,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:38,2024-05-30 09:35:38,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Gouygi Market,4117,-,14005597,-,848,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4117,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,SK London Corner,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:24,2024-05-30 09:59:39,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,SK London Corner,4078,-,14005602,-,1121,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4078,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,L_Manjai II,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:21:04,2024-05-30 10:14:00,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,L_Manjai II,4128,-,14005600,-,6506,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4128,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Jambur-Sinchu Gidon,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:20:17,2024-05-30 09:32:59,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Jambur-Sinchu Gidon,4141,-,14005599,-,542,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4141,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,GTMI,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:20:00,2024-05-30 09:25:35,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,GTMI,4074,-,14005596,-,3791,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4074,NORMAL,ROOT/Test
Major,25622,Mains Input Out of Range,BTS5900,Mandinari,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:47,2024-05-30 09:25:24,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Mandinari,4094,-,14005595,-,562,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4094,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Kerr Seringe,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:44,2024-05-30 09:30:41,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Kerr Seringe,4132,-,14005592,-,1013,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4132,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Brikama Medina,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:43,2024-05-30 09:26:07,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brikama Medina,4178,-,14005593,-,729,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4178,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Welingara,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:03,2024-05-30 09:59:06,2024-05-30 10:27:28,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Welingara,4110,-,14005591,-,1212,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4110,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Bakau Newtown,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:25:24,2024-05-30 09:52:28,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Bakau Newtown,4073,-,14005587,-,6502,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4073,NORMAL,ROOT/Test
Major,25622,Mains Input Out of Range,BTS5900,Brufut_Mkt,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:23:06,2024-05-30 09:27:09,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Brufut_Mkt,4082,-,14005585,-,4635,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4082,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Old Yundum II,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:28,2024-05-30 09:35:12,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Old Yundum II,4107,-,14005589,-,1768,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4107,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Farato-Paradise City,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:04,2024-05-30 09:35:10,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Farato-Paradise City,4099,-,14005590,-,1978,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4099,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Latriya,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:21:51,2024-05-30 09:27:34,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Latriya,4095,-,14005588,-,1093,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4095,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Tanji,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:52,2024-05-30 09:25:41,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Tanji,4100,-,14005580,-,346,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4100,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Sinchu Alhaji,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:42,2024-05-30 09:25:00,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Sinchu Alhaji,4106,-,14005583,-,572,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4106,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Denton Bridge,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:22:27,2024-05-30 09:49:49,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Denton Bridge,4121,-,14005582,-,1527,RAT_INFO=GL; AFFECTED_RAT=GL; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4121,NORMAL,ROOT/EASY_DEPLOYMENT
Major,25622,Mains Input Out of Range,BTS5900,Manjai,Board Type=PMU; Cabinet No.=0; Subrack No.=7; Slot No.=0,Cabinet No.=0; Subrack No.=7; Slot No.=0; Board Type=PMU; Manager Cabinet No.=0; Manager Subrack No.=0; Specific Problem=AC Failure,2024-05-30 09:21:50,2024-05-30 09:27:36,2024-05-30 10:01:19,< NE operator >,Noc_monitoring,Cleared,-,-,Acknowledged,Manjai,4089,-,14005581,-,7447,RAT_INFO=L; AFFECTED_RAT=L; DID=NULL; Cumulative Duration(s)=40; eNodeBId=4089,NORMAL,ROOT/EASY_DEPLOYMENT
