vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column,aggregation_in_upper
Huawei,RAB Release Measurement per PLMN,67109044,VS.RAB.NormRel.CS64.PLMN.RNC,VS.RAB.NormRel.CS64.PLMN.RNC,67196195,Number of Normally Released 64kbit/s CS Conversational Service RABs for Operator,None,sum,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,SUM
Huawei,RAB Release Measurement per PLMN,67109044,VS.RAB.NormRel.PS.PLMN.RNC,VS.RAB.NormRel.PS.PLMN.RNC,67196197,Number of Normally Released PS RABs for Operator,None,sum,1,1,25,huawei_bsc6900gu_67109044,Controller(3G) : Measurement of CNOperator Performance,,,,,SUM
Huawei,RRC Connection Setup Measurement <per Cell>,67108972,VS.RRC.AttConnEstab.EDCH,VS.RRC.AttConnEstab.EDCH,67196198,Number of RRC Connection Attempts for UL Carried on E_DCH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RRC Connection Setup Measurement <per Cell>,67108972,VS.RRC.AttConnEstab.HSDSCH,VS.RRC.AttConnEstab.HSDSCH,67196199,Number of RRC Connection Attempts for DL Carried on HS_DSCH for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RRC Connection Setup Measurement <per Cell>,67108972,VS.RRC.SuccConnEstab.EDCH,VS.RRC.SuccConnEstab.EDCH,67196200,Number of Successful RRC Connection Setups for Cell (UL Carried on E_DCH),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RRC Connection Setup Measurement <per Cell>,67108972,VS.RRC.SuccConnEstab.HSDSCH,VS.RRC.SuccConnEstab.HSDSCH,67196201,Number of Successful RRC Connection Setups for Cell (DL Carried on HS_DSCH),None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,CS RAB Setup Measurement <per Cell>,67108972,VS.HSPA.RAB.AttEstab.CS.Conv,VS.HSPA.RAB.AttEstab.CS.Conv,67196202,Number of CS over HSPA RAB Establishment Attempts for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,CS RAB Setup Measurement <per Cell>,67108972,VS.HSPA.RAB.SuccEstab.CS.Conv,VS.HSPA.RAB.SuccEstab.CS.Conv,67196203,Number of Successful CS over HSPA RAB Establishments for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
ericsson,E1Ttp,20000019,pmUas,pmUas,20000155,,sec,sum,1,1,1402,,RBSE1Ttp,,,,,SUM
Huawei,RAB Release Measurement <per Cell>,67108972,VS.RAB.AbnormRel.CS.HSPA.Conv,VS.RAB.AbnormRel.CS.HSPA.Conv,67196204,Number of CS over HSPA RABs Abnormally Released for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RAB Release Measurement <per Cell>,67108972,VS.RAB.NormRel.CS.HSPA.Conv,VS.RAB.NormRel.CS.HSPA.Conv,67196205,Number of CS over HSPA RABs Normal Released for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,SRNC Measurement per Iur Interface,67108969,VS.RAB.NormRel.CS.HSPA.Conv.Iur,VS.RAB.NormRel.CS.HSPA.Conv.Iur,67196206,Number of HSPA-Carried CS Conversational RABs Normally Released on Iur Interface for SRNC,None,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,SRNC Measurement per Iur Interface,67108969,VS.RAB.AbnormRel.CS.HSPA.Conv.Iur,VS.RAB.AbnormRel.CS.HSPA.Conv.Iur,67196207,Number of HSPA-Carried CS Conversational RABs Abnormally Released on Iur Interface for SRNC,None,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,CS RAB Setup Measurement <per Cell>,67108972,VS.RAB.AttEstabCS.VPLimit,VS.RAB.AttEstabCS.VPLimit,67196232,Number of 64kbit/s CS RAB Attempts Initiated in Cell Where 64kbit/s CS Conversational Service is Forbidden for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,RAB Release Measurement <per Cell>,67108972,VS.RAB.NormRel.VPLimit,VS.RAB.NormRel.VPLimit,67196233,Number of CS VP RABs Released Due to VP Forbiddance for Cell,None,sum,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,SUM
Huawei,CS Signaling Measurement per Iu Interface,67108965,VS.IU.RelReqCS.NetworkOpt,VS.IU.RelReqCS.NetworkOpt,67196234,Number of IU RELEASE REQUEST Messages Sent by RNC to CN in CS Domain (VP Forbiddance),None,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,CS RAB Setup Measurement <per RNC>,67108964,VS.RAB.AttEstabCS.VPLimit.RNC,VS.RAB.AttEstabCS.VPLimit.RNC,67196235,Number of Attempted 64kbit/s CS RAB Establishments in a Cell Where 64kbit/s CS Service is Forbidden for RNC,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,RAB Release Measurement <per RNC>,67108964,VS.RAB.NormRel.VPLimit.RNC,VS.RAB.NormRel.VPLimit.RNC,67196236,Number of 64kbit/s CS RABs Normally Released for RNC Due to 64kbit/s CS Service Forbiddance in Target Cell,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,PS RAB Setup Measurement <per RNC>,67108964,VS.RAB.SuccEstab.PS.0kbps.RNC,VS.RAB.SuccEstab.PS.0kbps.RNC,67196304,Number of PS RABs Established Successfully with 0 kbit/s for RNC,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,RAB Release Measurement <per RNC>,67108964,VS.RAB.NormRel.PS.0kbps.Timeout.RNC,VS.RAB.NormRel.PS.0kbps.Timeout.RNC,67196305,Number of PS RABs of 0 kbit/s Released for Failed to Rate up for RNC,None,sum,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,SUM
Huawei,Soft Handover Measurement <per RNC>,67108964,VS.SHO.AS.1.RNC,VS.SHO.AS.1.RNC,67199432,Mean Number of UEs with One Radio Link for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,Soft Handover Measurement <per RNC>,67108964,VS.SHO.AS.2Softer.RNC,VS.SHO.AS.2Softer.RNC,67199433,Mean Number of UEs with Two Combined Radio Links for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,Soft Handover Measurement <per RNC>,67108964,VS.SHO.AS.2Soft.RNC,VS.SHO.AS.2Soft.RNC,67199434,Mean Number of UEs with Two Uncombined Radio Links for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,Soft Handover Measurement <per RNC>,67108964,VS.SHO.AS.3Softer.RNC,VS.SHO.AS.3Softer.RNC,67199435,Mean Number of UEs with Three Combined Radio Links for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,Soft Handover Measurement <per RNC>,67108964,VS.SHO.AS.3Soft.RNC,VS.SHO.AS.3Soft.RNC,67199436,Mean Number of UEs with Three Uncombined Radio Links for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RRC Status Measurement <per RNC>,67108964,VS.CellFACHUEs.RNC,VS.CellFACHUEs.RNC,67199466,Number of UEs in CELL_FACH State for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RRC Status Measurement <per RNC>,67108964,VS.CellPCHUEs.RNC,VS.CellPCHUEs.RNC,67199467,Number of UEs in CELL_PCH State for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,RRC Status Measurement <per RNC>,67108964,VS.UraPCHUEs.RNC,VS.UraPCHUEs.RNC,67199468,Number of UEs in URA_PCH State for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,CS Traffic Measurement per Iu Interface,67108965,VS.IuCS.BytesPayldConv.Rx,VS.IuCS.BytesPayldConv.Rx,67199469,Number of DL Bytes of CS Conversational Service on Iu-CS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,CS Traffic Measurement per Iu Interface,67108965,VS.IuCS.BytesPayldStr.Rx,VS.IuCS.BytesPayldStr.Rx,67199470,Number of DL Bytes of CS Streaming Service on Iu-CS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,CS Traffic Measurement per Iu Interface,67108965,VS.IuCS.BytesPayldConv.Tx,VS.IuCS.BytesPayldConv.Tx,67199473,Number of UL Bytes of CS Conversational Service on Iu-CS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,CS Traffic Measurement per Iu Interface,67108965,VS.IuCS.BytesPayldStr.Tx,VS.IuCS.BytesPayldStr.Tx,67199474,Number of UL Bytes of CS Streaming Service on Iu-CS Interface,byte,sum,1,1,11,huawei_bsc6900gu_67108965,Controller(3G) : Measurement of Iu Interface Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.BytesPkt.Tx,VS.GTPU.BytesPkt.Tx,67199477,Number of UL Bytes Sent by GTP-U,byte,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,GTP-U Measurement,67108966,VS.GTPU.BytesPkt.Rx,VS.GTPU.BytesPkt.Rx,67199478,Number of DL Bytes Received by GTP-U,byte,sum,1,1,12,huawei_bsc6900gu_67108966,Controller(3G) : Measurement of GTP-U Performance,,,,,SUM
Huawei,AMR Service Measurement <per RNC>,67108964,VS.RB.AMR.UL.7.4.RNC,VS.RB.AMR.UL.7.4.RNC,67202500,Average Number of AMR Service Users With UL Rate of 7.4 Kbit/s for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesSigDCH.Rx,VS.SRNCIurBytesSigDCH.Rx,67199487,Number of UL Bytes of Signaling Data Received by SRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesSigDCH.Tx,VS.SRNCIurBytesSigDCH.Tx,67199488,Number of DL Bytes of Signaling Data Sent by SRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesCSConv.Rx,VS.SRNCIurBytesCSConv.Rx,67199489,Number of UL Bytes of CS Conversational Service Received by SRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesCSStr.Rx,VS.SRNCIurBytesCSStr.Rx,67199490,Number of UL Bytes of CS Streaming Service Received by SRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesCSConv.Tx,VS.SRNCIurBytesCSConv.Tx,67199493,Number of DL Bytes of CS Conversational Service Sent by SRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Cell Algorithm Measurement,1526726657,L.Cell.Unavail.Dur.Sys,L.Cell.Unavail.Dur.Sys,1526727209,,s,sum,1,1,117,huawei_enodeb_1526726657,eNodeB(4G) : Measurement of Cell Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesCSStr.Tx,VS.SRNCIurBytesCSStr.Tx,67199494,Number of DL Bytes of CS Streaming Service Sent by SRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Soft Handover Measurement <per RNC>,67108964,VS.SHO.AS.3Soft2Softer.RNC,VS.SHO.AS.3Soft2Softer.RNC,67199437,Mean Number of UEs with Three Radio Links and Two Combined for RNC,None,avg,1,1,10,huawei_bsc6900gu_67108964,Controller(3G) : Measurement of RNC Performance,,,,,AVG
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Conv.Rx,VS.SRNCIurBytesPSR99Conv.Rx,67199497,Number of UL Bytes of PS R99 Conversational Service Received by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Str.Rx,VS.SRNCIurBytesPSR99Str.Rx,67199498,Number of UL Bytes of PS R99 Streaming Service Received by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Int.Rx,VS.SRNCIurBytesPSR99Int.Rx,67199499,Number of UL Bytes of PS R99 Interactive Service Received by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Bkg.Rx,VS.SRNCIurBytesPSR99Bkg.Rx,67199500,Number of UL Bytes of PS R99 Background Service Received by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Conv.Tx,VS.SRNCIurBytesPSR99Conv.Tx,67199501,Number of DL Bytes of PS R99 Conversational Service Sent by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Str.Tx,VS.SRNCIurBytesPSR99Str.Tx,67199502,Number of DL Bytes of PS R99 Streaming Service Sent by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Int.Tx,VS.SRNCIurBytesPSR99Int.Tx,67199503,Number of DL Bytes of PS R99 Interactive Service Sent by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.SRNCIurBytesPSR99Bkg.Tx,VS.SRNCIurBytesPSR99Bkg.Tx,67199504,Number of DL Bytes of PS R99 Background Service Sent by SRNC on Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,Traffic Measurement per Iur Interface,67108969,VS.DRNCIurBytesDCH.Tx,VS.DRNCIurBytesDCH.Tx,67199505,Number of UL Bytes Sent by DRNC on DCH of Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,SAU Memory Measurement,1290825237,VS.SAU.MEMLOAD.OVER,VS.SAU.MEMLOAD.OVER,1282458491,Proportion of the Period in Which SAU Memory Usage Exceeds the High Threshold,%,avg,0,1,112,,Controller : Measurement of SAU Performance,,,,,AVG
Huawei,SAU CPU Measurement,1290825237,VS.SAU.CPULOAD.OVER,VS.SAU.CPULOAD.OVER,1282458492,Proportion of the Period in Which SAU CPU Usage Exceeds the High Threshold,%,avg,0,1,112,,Controller : Measurement of SAU Performance,,,,,AVG
Huawei,Traffic Measurement per Iur Interface,67108969,VS.DRNCIurBytesDCH.Rx,VS.DRNCIurBytesDCH.Rx,67199506,Number of DL Bytes Received by DRNC Over DCH FP on the Iur Interface,byte,sum,1,1,14,huawei_bsc6900gu_67108969,Controller(3G) : Measurement of Iur Interface Performance,,,,,SUM
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.CS.Conv.DL.64,VS.RB.CS.Conv.DL.64,67199556,Average Number of RBs for CS Conversational Services with DL Rate of 64 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.CS.Str.DL.57.6,VS.RB.CS.Str.DL.57.6,67199560,Average Number of RBs for CS Streaming Services with DL Rate of 57.6 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.DL.32,VS.RB.PS.Str.DL.32,67199567,Average Number of RBs for PS R99 Streaming Services with DL Rate of 32 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.DL.64,VS.RB.PS.Str.DL.64,67199568,Average Number of RBs for PS R99 Streaming Services with DL Rate of 64 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_3,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 3,107156,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 3 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM
Huawei,HSDPA Measurement,50331648,VS.AckRetrans.9,VS.AckRetrans.9,50331666,,None,sum,1,1,1,huawei_nodeb_50331648,NodeB(3G) : Measurement of Local Cell Performance,,,,,SUM
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.DL.128,VS.RB.PS.Str.DL.128,67199569,Average Number of RBs for PS R99 Streaming Services with DL Rate of 128 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.DL.144,VS.RB.PS.Str.DL.144,67199570,Average Number of RBs for PS R99 Streaming Services with DL Rate of 144 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.UL.16,VS.RB.PS.Str.UL.16,67199571,Average Number of RBs for PS R99 Streaming Services with UL Rate of 16 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
ericsson,EDchResources_V,20000021,pmNoSchEdchEulTd,pmNoSchEdchEulTd,20000211,,#,sum,1,1,1402,,RBSEDchResources_V,,,,,SUM
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.UL.32,VS.RB.PS.Str.UL.32,67199572,Average Number of RBs for PS R99 Streaming Services with UL Rate of 32 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Str.UL.64,VS.RB.PS.Str.UL.64,67199573,Average Number of RBs for PS R99 Streaming Services with UL Rate of 64 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.8,VS.RB.PS.Int.DL.8,67199574,Average Number of RBs for PS R99 Interactive Services with DL Rate of 8 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.16,VS.RB.PS.Int.DL.16,67199575,Average Number of RBs for PS R99 Interactive Services with DL Rate of 16 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.32,VS.RB.PS.Int.DL.32,67199576,Average Number of RBs for PS R99 Interactive Services with DL Rate of 32 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.64,VS.RB.PS.Int.DL.64,67199577,Average Number of RBs for PS R99 Interactive Services with DL Rate of 64 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.128,VS.RB.PS.Int.DL.128,67199578,Average Number of RBs for PS R99 Interactive Services with DL Rate of 128 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.144,VS.RB.PS.Int.DL.144,67199579,Average Number of RBs for PS R99 Interactive Services with DL Rate of 144 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.256,VS.RB.PS.Int.DL.256,67199580,Average Number of RBs for PS R99 Interactive Services with DL Rate of 256 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.DL.384,VS.RB.PS.Int.DL.384,67199581,Average Number of RBs for PS R99 Interactive Services with DL Rate of 384 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.8,VS.RB.PS.Int.UL.8,67199582,Average Number of RBs for PS R99 Interactive Services with UL Rate of 8 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.16,VS.RB.PS.Int.UL.16,67199583,Average Number of RBs for PS R99 Interactive Services with UL Rate of 16 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.32,VS.RB.PS.Int.UL.32,67199584,Average Number of RBs for PS R99 Interactive Services with UL Rate of 32 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.64,VS.RB.PS.Int.UL.64,67199585,Average Number of RBs for PS R99 Interactive Services with UL Rate of 64 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.128,VS.RB.PS.Int.UL.128,67199586,Average Number of RBs for PS R99 Interactive Services with UL Rate of 128 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.144,VS.RB.PS.Int.UL.144,67199587,Average Number of RBs for PS R99 Interactive Services with UL Rate of 144 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,GTP-U Measurement,1526726662,VS.Gtpu.TxPkts,VS.Gtpu.TxPkts,1526727078,,packet,sum,1,1,118,huawei_enodeb_1526726662,Node : Measurement of GTP-U Performance,,,,,SUM
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.256,VS.RB.PS.Int.UL.256,67199588,Average Number of RBs for PS R99 Interactive Services with UL Rate of 256 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Huawei,RB Procedure Measurement <per Cell>,67108972,VS.RB.PS.Int.UL.384,VS.RB.PS.Int.UL.384,67199589,Average Number of RBs for PS R99 Interactive Services with UL Rate of 384 Kbit/s for Cell,None,avg,1,1,15,huawei_bsc6900gu_67108972,Controller(3G) : Measurement of Cell Performance,,,,,AVG
Nokia,AMR RX Quality,107,HR_515_UL_RXQ_4,AMR HR 5.15 ON UPLINK DIRECTION WITH RXQUAL 4,107157,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 4 on the uplink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM
Nokia,AMR RX Quality,107,HR_515_DL_RXQ_4,AMR HR 5.15 ON DOWNLINK DIRECTION WITH RXQUAL 4,107158,Number of AMR HR 5.15 kbit/s codec mode (bitrate) usages when the RX quality is within class 4 on the downlink direction. On the fast link adaptation (LA) mode the bitrate is the last used one during the measurement report interval. On the slow LA mode this counter indicates the only used bitrate during the measurement report interval.,Integer number,sum,0,1,205,,"2G : BSC-BCF-BTS-TRX,SEG,TTP,TRXFQ",,,,,SUM
Huawei,HSDPA Measurement,50331648,VS.AckRetrans.10,VS.AckRetrans.10,50331667,,None,sum,1,1,1,huawei_nodeb_50331648,NodeB(3G) : Measurement of Local Cell Performance,,,,,SUM
